id,hd,hr,gl,bf,proper,ra,dec,dist,mag,spect,bayer,flam,lum,con,hip
8628,11353.0,539.0,,55Zet Cet,Baten Kaitos,1.857676,-10.335038,72.0461,3.74,K2III,Zet,55.0,144.27796231294775,Cet,8645.0
6523,8512.0,402.0,,45The Cet,,1.40039,-8.183257,34.8918,3.6,K0III,The,45.0,38.51234824289314,Cet,6537.0
5353,6805.0,334.0,GJ 3075,31Eta Cet,,1.143164,-10.182264,37.9939,3.46,K2III,Eta,31.0,51.95172830110675,Cet,5364.0
9618,12533.0,603.0,,57Gam1And,Almach,2.064984,42.329725,120.4819,2.1,B8V,Gam-1,57.0,1828.1002161427427,And,9640.0
5436,6860.0,337.0,Gl 53.3,43Bet And,Mirach,1.162194,35.620558,60.5327,2.07,M0IIIvar,Bet,43.0,474.2419852602448,And,5447.0
3086,3627.0,165.0,,31Del And,,0.655462,30.861024,32.352,3.27,K3III...,Del,31.0,44.87453899331323,And,3092.0
676,358.0,15.0,,21Alp And,Alpheratz,0.139791,29.090432,29.7442,2.07,B9p,Alp,21.0,114.49855346901884,And,677.0
8818,11695.0,555.0,,Psi Phe,,1.894102,-46.302669,104.8218,4.39,M4III SB,Psi,,167.8031078290955,Phe,8837.0
7068,9362.0,440.0,,Del Phe,,1.520851,-49.072702,43.573,3.93,K0III-IV,Del,,44.29961991003636,Phe,7083.0
5154,6595.0,322.0,,Bet Phe,,1.101407,-46.718414,100000.0,3.32,G8IIIvar,Bet,,409260659.730011,Phe,5165.0
6853,9053.0,429.0,,Gam Phe,,1.472759,-43.318234,71.6332,3.41,K5II-III,Gam,,193.37485452952552,Phe,6867.0
2069,2262.0,100.0,Gl 20,Kap Phe,,0.436716,-43.679829,23.8095,3.93,A7V,Kap,,13.231223331133709,Phe,2072.0
2076,2261.0,99.0,,Alp Phe,Ankaa,0.438056,-42.305981,25.974,2.4,K0III...,Alp,,64.44659847416881,Phe,2081.0
763,496.0,25.0,Gl 9.1,Eps Phe,,0.156836,-45.747426,44.2087,3.88,K0III,Eps,,47.7749234659094,Phe,765.0
5337,6882.0,338.0,,Zet Phe,Wurren,1.139742,-55.24576,91.5751,3.94,B6V + B0V,Zet,,193.9099078614849,Phe,5348.0
1065,886.0,39.0,,88Gam Peg,Algenib,0.220598,15.183596,120.048,2.83,B2IV,Gam,88.0,926.4031007363994,Peg,1067.0
113603,218045.0,8781.0,,54Alp Peg,Markab,23.079348,15.205264,40.8831,2.49,B9.5III,Alp,54.0,146.96028989796503,Peg,113963.0
113521,217906.0,8775.0,,53Bet Peg,Scheat,23.062901,28.082789,60.0962,2.44,M2II-IIIvar,Bet,53.0,332.35330357747745,Peg,113881.0
112090,215648.0,8665.0,Gl 872A,46Xi  Peg,,22.778216,12.172888,16.2973,4.2,F7V,Xi,46.0,4.83503920591621,Peg,112447.0
111676,214923.0,8634.0,,42Zet Peg,Homam,22.691033,10.831364,62.6566,3.41,B8.5V,Zet,42.0,147.91083881682073,Peg,112029.0
109081,210418.0,8450.0,GJ 9771,26The Peg,Biham,22.169996,6.197865,28.2965,3.52,A2V,The,26.0,27.264654585290064,Peg,109427.0
106972,206778.0,8308.0,,8Eps Peg,Enif,21.736433,9.875011,211.4165,2.38,K2Ibvar,Eps,8.0,4349.106072324538,Peg,107315.0
111804,215182.0,8650.0,,44Eta Peg,Matar,22.716704,30.221245,65.703,2.93,G2II-III..,Eta,44.0,253.04630494613968,Peg,112158.0
109064,210459.0,8454.0,,29Pi 2Peg,,22.166457,33.178224,80.6452,4.28,F5III,Pi-2,29.0,109.95120668793496,Peg,109410.0
112389,216131.0,8684.0,GJ 4298,48Mu  Peg,Sadalbari,22.833385,24.601579,32.5309,3.51,M2III,Mu,48.0,36.3412616064223,Peg,112748.0
112084,215665.0,8667.0,GJ 4295,47Lam Peg,,22.775521,23.565654,111.9821,3.97,G8II-III,Lam,47.0,282.09799536634296,Peg,112440.0
108830,210027.0,8430.0,Gl 848,24Iot Peg,,22.116847,25.345112,11.7261,3.77,F5V,Iot,24.0,3.718775833249356,Peg,109176.0
107011,206901.0,8315.0,,10Kap Peg,,21.744092,25.645036,34.2231,4.14,F5IV,Kap,10.0,22.53201335629484,Peg,107354.0
676,358.0,15.0,,21Alp And,Alpheratz,0.139791,29.090432,29.7442,2.07,B9p,Alp,21.0,114.49855346901884,Peg,677.0
4567,5737.0,280.0,,Alp Scl,,0.976766,-29.357449,238.0952,4.3,B7IIIp,Alp,,941.0224835267508,Scl,4577.0
114740,219784.0,8863.0,GJ 9821,Gam Scl,,23.313733,-32.532027,55.8659,4.41,K1III,Gam,,46.81661397243642,Scl,115102.0
115865,221507.0,8937.0,,Bet Scl,,23.549512,-37.818268,53.3618,4.38,B9.5IVMNpe.,Bet,,43.89347855347172,Scl,116231.0
8867,11415.0,542.0,,45Eps Cas,Segin,1.906584,63.670101,126.2626,3.35,B2pvar,Eps,45.0,634.453795775715,Cas,8886.0
6672,8538.0,403.0,,37Del Cas,Ruchbah,1.430216,60.235283,30.4785,2.66,A5Vv SB,Del,37.0,69.82324040771711,Cas,6686.0
4417,5394.0,264.0,,27Gam Cas,Cih,0.945143,60.71674,168.3502,2.15,B0IV:evar,Gam,27.0,3407.218616593573,Cas,4427.0
3172,3712.0,168.0,,18Alp Cas,Schedar,0.675116,56.537331,69.979,2.24,K0II-IIIvar,Alp,18.0,542.0008904016238,Cas,3179.0
744,432.0,21.0,Gl 8,11Bet Cas,Caph,0.152887,59.14978,16.7842,2.28,F2III-IV,Bet,11.0,30.06076302628229,Cas,746.0
70415,124882.0,5339.0,,Del Oct,,14.448801,-83.667884,91.659,4.31,K2III,Del,,138.16562311673286,Oct,70638.0
106746,205478.0,8254.0,Gl 835.1,Nu  Oct,,21.691253,-77.390046,21.1999,3.73,K0III,Nu,,12.612465753175384,Oct,107089.0
112050,214846.0,8630.0,,Bet Oct,,22.767692,-81.381615,45.7666,4.13,A9IV/V,Bet,,40.66305463404283,Oct,112405.0
116361,222404.0,8974.0,Gl 903,35Gam Cep,Errai,23.65582,77.632276,14.1024,3.21,K1IV,Gam,35.0,9.003264310597224,Cep,116727.0
112364,216228.0,8694.0,,32Iot Cep,,22.82802,66.200408,35.3482,3.5,K0III,Iot,32.0,43.33112852118382,Cep,112724.0
109146,210745.0,8465.0,,21Zet Cep,,22.180908,58.201261,256.4103,3.39,K1Ibv SB,Zet,21.0,2523.480772480573,Cep,109492.0
104861,203280.0,8162.0,Gl 826,5Alp Cep,Alderamin,21.30963,62.585573,15.0376,2.45,A7IV-V,Alp,5.0,20.62528697846573,Cep,105199.0
105691,205021.0,8238.0,,8Bet Cep,Alfirk,21.477662,70.560716,210.084,3.23,B2IIIv SB,Bet,8.0,1962.4563241736896,Cep,106032.0
109784,211416.0,8502.0,,Alp Tuc,,22.308371,-60.259587,61.237,2.87,K3III,Alp,,232.2736796357105,Tuc,110130.0
114634,219571.0,8848.0,GJ 9818,Gam Tuc,,23.290498,-58.235734,23.0574,3.99,F1III,Gam,,11.738159324832203,Tuc,114996.0
2478,2884.0,126.0,,Bet1Tuc,,0.525725,-62.958218,41.4079,4.36,B9V,Bet-1,,26.915348039269155,Tuc,2484.0
1595,1581.0,77.0,Gl 17,Zet Tuc,,0.334142,-64.874791,8.5866,4.23,F9V,Zet,,1.3049684141302225,Tuc,1599.0
9217,12311.0,591.0,Gl 83,Alp Hyi,,1.979451,-61.569859,22.0119,2.86,F0V,Alp,,30.283076942657782,Hyi,9236.0
10975,15008.0,705.0,Gl 97.1,Del Hyi,,2.362498,-68.659418,42.8266,4.08,A3V,Del,,37.290653996215255,Hyi,11001.0
12360,16978.0,806.0,,Eps Hyi,,2.659799,-68.266946,46.5549,4.12,B9III,Eps,,42.46195639463128,Hyi,12394.0
17637,24512.0,1208.0,,Gam Hyi,,3.787295,-74.238962,65.6168,3.26,M2III,Gam,,186.2087136662868,Hyi,17678.0
2016,2151.0,98.0,Gl 19,Bet Hyi,,0.427916,-77.254247,7.4588,2.82,G2IV,Bet,,3.607447338641916,Hyi,2021.0
11734,8890.0,424.0,,1Alp UMi,Polaris,2.52975,89.264109,132.626,1.97,F7:Ib-IIv SB,Alp,1.0,2495.743794831569,UMi,11767.0
85560,166205.0,6789.0,,23Del UMi,Yildun,17.536918,86.58646,52.7704,4.35,A1Vn,Del,23.0,44.136714346343965,UMi,85822.0
81830,153751.0,6322.0,,22Eps UMi,,16.766159,82.037262,93.1966,4.21,G5IIIvar,Eps,22.0,156.60297206860486,UMi,82080.0
76819,142105.0,5903.0,,16Zet UMi,,15.734299,77.794493,113.1222,4.29,A3Vn,Zet,16.0,214.3877665973507,UMi,77055.0
79580,148048.0,6116.0,GJ 3950A,21Eta UMi,,16.291791,75.75533,29.7354,4.95,F5V,Eta,21.0,8.061205638638908,UMi,79822.0
74868,137422.0,5735.0,,13Gam UMi,Pherkad,15.345483,71.834016,149.2537,3.0,A3II-III,Gam,13.0,1224.6161992650489,UMi,75097.0
72380,131873.0,5563.0,,7Bet UMi,Kochab,14.845105,74.155505,40.1445,2.07,K4IIIvar,Bet,7.0,208.54510476931685,UMi,72607.0
21541,29503.0,1481.0,GJ 9160A,53    Eri,Sceptrum,4.63634,-14.30402,33.6814,3.86,K1III,,53.0,28.235793691102995,Eri,21594.0
23917,33328.0,1679.0,,69Lam Eri,,5.15244,-8.754081,248.7562,4.25,B2IVn,Lam,69.0,1075.474208972789,Eri,23972.0
23820,33111.0,1666.0,GJ 9175,67Bet Eri,Cursa,5.130829,-5.086446,27.3973,2.78,A3IIIvar,Bet,67.0,50.53589947531675,Eri,23875.0
22648,31109.0,1560.0,,61Ome Eri,,4.881575,-5.452695,72.0461,4.36,A9IV,Ome,61.0,81.50795556116014,Eri,22701.0
22056,30211.0,1520.0,,57Mu  Eri,,4.758375,-3.254657,160.0,4.01,B5IV,Mu,57.0,555.1367774352115,Eri,22109.0
21391,29248.0,1463.0,,48Nu  Eri,,4.605317,-3.352459,207.0393,3.93,B2III SB,Nu,48.0,1000.0,Eri,21444.0
17336,23249.0,1136.0,Gl 150,23Del Eri,Rana,3.720806,-9.763395,9.0408,3.52,K0IV,Del,23.0,2.782274657675122,Eri,17378.0
16496,22049.0,1084.0,Gl 144,18Eps Eri,Ran,3.548848,-9.458262,3.2161,3.72,K2V,Eps,18.0,0.2929543829769431,Eri,16537.0
15159,20320.0,984.0,,13Zet Eri,Zibal,3.263896,-8.81973,33.6474,4.8,A5m,Zet,13.0,11.857687481671595,Eri,15197.0
13667,18322.0,874.0,,3Eta Eri,Azha,2.940458,-8.898144,41.8585,3.89,K1III-IV,Eta,3.0,42.42286549229506,Eri,13701.0
12810,17206.0,818.0,Gl 111,1Tau1Eri,,2.751715,-18.572563,14.2207,4.47,F5/F6V,Tau-1,1.0,2.8707805820246897,Eri,12843.0
14112,18978.0,919.0,Gl 121,11Tau3Eri,,3.039863,-23.624472,27.1739,4.08,A4V,Tau-3,11.0,15.010667325703686,Eri,14146.0
15436,20720.0,1003.0,,16Tau4Eri,,3.325278,-21.757864,93.3707,3.7,M3/M4III,Tau-4,16.0,251.420103015902,Eri,15474.0
16570,22203.0,1088.0,,19Tau5Eri,,3.563132,-21.632883,89.9281,4.26,B9V,Tau-5,19.0,139.1874248839297,Eri,16611.0
17609,23754.0,1173.0,Gl 155,27Tau6Eri,,3.780804,-23.249723,17.6274,4.22,F3/F5V,Tau-6,27.0,5.551367774352111,Eri,17651.0
21340,29291.0,1464.0,,52Ups2Eri,Theemin,4.592512,-30.562341,65.5738,3.81,G8III,Ups-2,52.0,112.0985512875314,Eri,21393.0
20483,28028.0,1393.0,,43    Eri,Beemim,4.400613,-34.016846,90.8265,3.97,K4III,,43.0,185.5239575549284,Eri,20535.0
19992,27376.0,1347.0,,41Ups4Eri,,4.298237,-33.798348,54.5554,3.55,B9V,Ups-4,41.0,98.53715068586186,Eri,20042.0
17833,24160.0,1195.0,,,,3.824237,-36.20025,64.3501,4.17,G8III,,,77.481853277562,Eri,17874.0
17757,24071.0,1189.0,,,,3.809963,-37.620155,50.7357,4.3,A+...,,,42.73660314969305,Eri,17797.0
15471,20794.0,1008.0,Gl 139,,82 G. Eri,3.331944,-43.069784,6.0434,4.26,G8V,,,0.6286370884130494,Eri,15510.0
13813,18622.0,897.0,,The1Eri,Acamar,2.971023,-40.304672,49.4315,2.88,A4III+...,The-1,,149.96848355023724,Eri,13847.0
12452,16815.0,794.0,,Iot Eri,,2.677781,-39.855375,46.1894,4.11,K0III,Iot,,42.18907465677975,Eri,12486.0
12381,16754.0,789.0,,,,2.663326,-42.89167,35.6888,4.74,A2V,,,14.099379493587232,Eri,12413.0
11380,15371.0,721.0,,Kap Eri,,2.449755,-47.70384,155.7632,4.24,B5IV,Kap,,425.402462944068,Eri,11407.0
10578,14228.0,674.0,,Phi Eri,,2.275154,-51.512165,47.1254,3.56,B8IV-V,Phi,,72.84504232923301,Eri,10602.0
8989,11937.0,566.0,Gl 81A,Chi Eri,,1.932564,-51.608896,17.8508,3.69,G5IV,Chi,,9.272567425805942,Eri,9007.0
7574,10144.0,472.0,,Alp Eri,Achernar,1.628556,-57.236757,42.7533,0.45,B3Vp,Alp,,1051.9618738232234,Eri,7588.0
17406,23180.0,1131.0,,38Omi Per,Atik,3.738648,32.288248,343.6426,3.84,B1III,Omi,38.0,2995.021883751126,Per,17448.0
18201,24398.0,1203.0,,44Zet Per,,3.9022,31.883635,230.4147,2.84,B1Ib,Zet,44.0,3382.2055666965434,Per,18246.0
18567,24912.0,1228.0,,46Xi  Per,Menkib,3.98275,35.791033,381.6794,3.98,O7.5Iab:,Xi,46.0,3244.890156605363,Per,18614.0
18485,24760.0,1220.0,,45Eps Per,,3.96423,40.010215,195.6947,2.9,B0.5V,Eps,45.0,2307.809729698403,Per,18532.0
17316,22928.0,1122.0,,39Del Per,,3.715416,47.787551,158.2278,3.01,B5III SB,Del,39.0,1362.6991969948704,Per,17358.0
15824,20902.0,1017.0,,33Alp Per,Mirfak,3.405378,49.86118,155.2795,1.79,F5Ib,Alp,33.0,4040.173353730007,Per,15863.0
14292,18925.0,915.0,,23Gam Per,,3.079942,53.50644,74.5712,2.91,G8III+...,Gam,23.0,332.04733579750683,Per,14328.0
13234,17506.0,834.0,,15Eta Per,Miram,2.844945,55.895496,269.5418,3.77,K3Ib comp SB,Eta,15.0,1964.264645879858,Per,13268.0
13221,17584.0,840.0,,16    Per,,2.843063,38.318644,37.0233,4.22,F2III,,16.0,24.47935666196065,Per,13254.0
14318,19058.0,921.0,,25Rho Per,,3.08627,38.840274,94.3396,3.32,M3IIIvar,Rho,25.0,364.0826637894008,Per,14354.0
14540,19356.0,936.0,,26Bet Per,Algol,3.136148,40.955648,27.571,2.09,B8V,Bet,26.0,96.56060985415496,Per,14576.0
10645,14055.0,664.0,,9Gam Tri,,2.288573,33.847194,34.4353,4.03,A1Vnn,Gam,9.0,25.234807724805755,Tri,10670.0
10041,13161.0,622.0,,4Bet Tri,,2.159058,34.987297,38.8954,3.0,A5III,Bet,4.0,83.0998041044432,Tri,10064.0
8777,11443.0,544.0,Gl 78.1,2Alp Tri,Mothallah,1.884696,29.578829,19.4175,3.42,F6IV,Alp,2.0,14.073431383183484,Tri,8796.0
14843,20010.0,963.0,Gl 127A,Alp For,Dalim,3.201249,-28.987618,14.2369,3.8,F8V,Alp,,5.330893422367013,For,14879.0
13114,17652.0,841.0,,Bet For,,2.818169,-32.405898,52.9381,4.45,G8III,Bet,,40.5135220229264,For,13147.0
13176,17573.0,838.0,,41    Ari,Bharani,2.833063,27.260507,50.7872,3.61,B8Vn,,41.0,80.83510373900673,Ari,13209.0
9861,12929.0,617.0,Gl 84.3,13Alp Ari,Hamal,2.119555,23.462423,20.1776,2.01,K2III,Alp,13.0,55.6672798150948,Ari,9884.0
8884,11636.0,553.0,Gl 80,6Bet Ari,Sheratan,1.910668,20.808035,17.9856,2.64,A5V...,Bet,6.0,24.774220576332848,Ari,8903.0
8813,11502.0,546.0,,5Gam2Ari,Mesarthim,1.89217,19.293852,50.3018,3.88,A1p Si,Gam-2,5.0,61.83010727517132,Ari,8832.0
19697,26967.0,1326.0,,Alp Hor,,4.233363,-42.294368,35.2609,3.85,K1III,Alp,,31.21763510848165,Hor,19747.0
12451,16920.0,802.0,,Zet Hor,,2.677666,-54.549911,49.0918,5.21,F4IV,Zet,,17.298163592151013,Hor,12484.0
14206,19319.0,934.0,,Mu  Hor,,3.060239,-59.737775,43.4028,5.12,F0IV,Mu,,14.69602898979651,Hor,14240.0
